"product_id","name","description","created_at","is_archived","sku"
"d18492a1-b08c-4411-9b07-0dce076e6751","Men's Casual Sneakers","Stylish and comfortable casual sneakers designed for everyday wear. Features breathable fabric and cushioned sole.","2024-08-29 23:35:41.536009",False,"MCS042"
"3fb80769-6bb4-4e66-9f03-2f4524222b86","Men's Dress Shoes","Elegant dress shoes designed for formal occasions. Features leather upper and cushioned sole.","2024-06-29 04:30:28.520305",False,"MDS044"
"8f9a0603-42fb-458e-a21c-3e6c1e58b37d","Men's Boxer Shorts","Comfortable boxer shorts designed for sleep and lounging. Made from soft and breathable cotton.","2025-02-22 14:18:34.592898",False,"MBS054"
"ba6ffcf9-28d0-4030-af9f-9a7e698e932d","Men's Compression Shorts","Compression shorts designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2024-09-23 08:20:42.887535",False,"MCS061"
"97fe9be0-dc12-42db-8ad3-bd050a31db27","Men's Casual Shorts","Stylish casual shorts designed for everyday wear. Made from soft and durable cotton.","2025-04-05 19:29:45.288251",False,"MCS063"
"dc72fc26-7c40-4a0d-bbb9-ba3413c59984","Men's Slippers","Comfortable slippers designed for indoor wear. Features soft and breathable fabric.","2024-11-08 00:29:55.493255",False,"MSL043"
"62ee8807-aae1-4feb-8261-db2d3b9333f8","Men's Sandals","Comfortable sandals designed for casual wear. Features adjustable straps and cushioned sole.","2025-01-29 15:50:08.019923",False,"MSA045"
"22f5698d-6798-4a8f-9de3-ac3f72ccbbe7","Men's Flip Flops","Lightweight and comfortable flip flops designed for casual wear. Features cushioned sole for support.","2025-03-23 05:29:32.573442",False,"MFF046"
"7ff6fe91-9096-4eaa-9ddf-e0f772c62c52","Men's Rain Boots","Waterproof rain boots designed for wet weather. Features grippy sole for traction.","2025-03-04 09:33:59.78055",False,"MRB048"
"a1724599-b1ff-44d3-bddf-2c7e3f488552","Men's Formal Suit","A classic formal suit designed for special occasions. Includes a jacket and pants made from premium wool blend.","2025-02-02 06:59:45.40995",False,"MFS049"
"c22697c2-3cab-433e-b795-d382550b11bf","Men's Blazer","A stylish blazer designed for both casual and formal occasions. Made from premium wool blend.","2024-06-06 18:05:47.03847",False,"MB050"
"171332da-5bd8-4def-9b30-1ad2e1531a66","Men's Dress Pants","Classic dress pants designed for formal occasions. Made from premium wool blend.","2024-07-11 05:41:53.076791",False,"MDP051"
"4ce15005-5060-41ed-992f-e2746ceb9586","Men's Sleepwear","Comfortable sleepwear set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2024-07-07 18:12:02.098192",False,"MSW052"
"de51f93a-fa59-495a-8e83-ee7e23caa87a","Men's Thermal Underwear","Warm thermal underwear designed for cold weather. Made from soft and insulating fabric.","2025-04-02 20:06:39.926434",False,"MTU055"
"130ee3aa-f531-4830-aea1-cbaae988fe58","Men's Long Johns","Warm long johns designed for cold weather. Made from soft and insulating fabric.","2024-08-20 03:08:31.885901",False,"MLJ056"
"0d04fcf5-8637-4a74-859f-1ddc37da0685","Men's Work Gloves","Durable work gloves designed for protection and comfort. Features reinforced palms and breathable fabric.","2025-04-06 22:57:55.324189",False,"MWG057"
"26326fd2-8a84-44b2-8e69-0399614136b9","Men's Winter Gloves","Insulated winter gloves designed for cold weather. Features waterproof fabric and grippy palm.","2025-04-29 03:11:03.435752",False,"MWIG058"
"c2a73ca0-b476-4786-b8a0-03e4a9f29a61","Men's Athletic Shorts","Comfortable athletic shorts designed for intense workouts. Features moisture-wicking fabric to keep you dry.","2025-03-18 15:20:17.879051",False,"MAS060"
"c42a9bd4-8561-47df-9a03-cc91ed9d0ef7","Men's Board Shorts","Stylish board shorts designed for swimming and beachwear. Made from quick-drying fabric.","2024-08-02 13:31:06.848326",False,"MBS066"
"43dfa8f0-3cc8-4ba2-ac6a-babb2aca8d20","Women's Compression Socks","Compression socks designed to support muscles during workouts. Provides a snug fit for enhanced performance.","2025-03-07 22:51:21.082659",False,"WCS037"
"9e92c05f-4fc2-4644-85f4-e887b4349d27","Women's Hiking Socks","Durable hiking socks designed for outdoor adventures. Features cushioned sole for comfort and support.","2025-05-02 04:49:57.457946",False,"WHS038"
"33e238d4-b9cf-448e-b3ee-e97ec6edcede","Women's Dress Shoes","Elegant dress shoes designed for formal occasions. Features leather upper and cushioned sole.","2025-02-17 16:49:51.159837",False,"WDS044"
"59e032f8-65b3-458f-a502-bc20f10d9c48","Women's Sandals","Comfortable sandals designed for casual wear. Features adjustable straps and cushioned sole.","2024-11-14 17:35:51.229942",False,"WS045"
"e131a745-5ede-4ab2-82e8-46b7adfe536c","Women's Flip Flops","Lightweight and comfortable flip flops designed for casual wear. Features cushioned sole for support.","2024-09-14 17:54:59.201698",False,"WFF046"
"e5535c1f-45e3-479f-9027-79e5d59be8be","Women's Winter Boots","Insulated winter boots designed for cold weather. Features waterproof fabric and grippy sole.","2025-01-24 16:10:20.06408",False,"WWB047"
"92b3c347-c5f3-4890-915a-c362f6739d66","Women's Rain Boots","Waterproof rain boots designed for wet weather. Features grippy sole for traction.","2025-01-20 23:30:14.099757",False,"WRB048"
"bfe29938-e6e8-4870-938e-8373b00e14ec","Women's Sleepwear","Comfortable sleepwear set designed for a good night's sleep. Includes a shirt and pants made from soft cotton.","2025-03-21 05:04:42.294724",False,"WSW052"
"8aa85b30-6824-4102-9540-fdb79d1b4c7b","Women's Robe","A plush robe designed for relaxation and comfort. Made from soft and absorbent cotton.","2024-12-25 21:16:57.277221",False,"WR053"
